0,1,2,3,4,5,6,7,8,9,10
tropical fruit,artif. sweetener,,,,,,,,,
root vegetables,sugar,newspapers,,,,,,,,
rolls/buns,dishes,,,,,,,,,
canned beer,chocolate,,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
bottled beer,oil,whole milk,dishes,,,,,,,
canned beer,bottled beer,,,,,,,,,
other vegetables,soda,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
sausage,butter milk,beverages,,,,,,,,
rolls/buns,long life bakery product,root vegetables,,,,,,,,
citrus fruit,other vegetables,dessert,bottled beer,,,,,,,
soda,shopping bags,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
newspapers,napkins,,,,,,,,,
root vegetables,herbs,,,,,,,,,
frankfurter,red/blush wine,rolls/buns,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
hamburger meat,dessert,newspapers,,,,,,,,
frankfurter,flour,,,,,,,,,
onions,pork,rolls/buns,vinegar,,,,,,,
root vegetables,UHT-milk,nuts/prunes,frankfurter,misc. beverages,whole milk,cream cheese ,canned fish,,,
other vegetables,berries,,,,,,,,,
ice cream,yogurt,oil,,,,,,,,
pastry,sliced cheese,,,,,,,,,
frankfurter,soda,,,,,,,,,
other vegetables,snack products,,,,,,,,,
pork,grapes,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
canned fish,coffee,,,,,,,,,
tropical fruit,butter,dog food,,,,,,,,
pastry,domestic eggs,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
pip fruit,domestic eggs,seasonal products,,,,,,,,
frankfurter,root vegetables,yogurt,whole milk,,,,,,,
dessert,shopping bags,,,,,,,,,
beef,canned beer,margarine,,,,,,,,
sausage,whole milk,misc. beverages,specialty bar,soda,,,,,,
frozen meals,pasta,curd,,,,,,,,
berries,whipped/sour cream,other vegetables,other vegetables,newspapers,,,,,,
chicken,beverages,coffee,,,,,,,,
sugar,bottled water,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
canned beer,root vegetables,,,,,,,,,
tropical fruit,soda,rolls/buns,,,,,,,,
whole milk,butter milk,,,,,,,,,
frankfurter,citrus fruit,margarine,,,,,,,,
cereals,newspapers,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
tropical fruit,soda,canned beer,,,,,,,,
berries,butter,tea,,,,,,,,
meat,dessert,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
ham,yogurt,,,,,,,,,
curd,cling film/bags,candy,rolls/buns,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
other vegetables,yogurt,,,,,,,,,
long life bakery product,butter milk,Instant food products,,,,,,,,
specialty bar,rolls/buns,,,,,,,,,
flour,seasonal products,,,,,,,,,
other vegetables,sausage,rolls/buns,domestic eggs,waffles,whole milk,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,candy,,,,,,,,,
brown bread,dessert,,,,,,,,,
white bread,seasonal products,,,,,,,,,
semi-finished bread,flour,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
sausage,pip fruit,,,,,,,,,
photo/film,whole milk,yogurt,whole milk,white bread,pot plants,dessert,,,,
chicken,coffee,,,,,,,,,
dessert,napkins,,,,,,,,,
sausage,white bread,,,,,,,,,
pork,pip fruit,,,,,,,,,
pork,other vegetables,,,,,,,,,
margarine,long life bakery product,,,,,,,,,
tropical fruit,coffee,newspapers,,,,,,,,
curd,butter milk,,,,,,,,,
house keeping products,spread cheese,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
sweet spreads,white wine,,,,,,,,,
salt,margarine,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
other vegetables,candy,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
root vegetables,popcorn,,,,,,,,,
curd,butter,,,,,,,,,
yogurt,rolls/buns,fruit/vegetable juice,spices,canned fish,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
root vegetables,female sanitary products,,,,,,,,,
tropical fruit,curd,whole milk,other vegetables,,,,,,,
other vegetables,chocolate,white wine,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
candy,coffee,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
other vegetables,herbs,,,,,,,,,
whole milk,beverages,frozen fruits,fruit/vegetable juice,,,,,,,
tropical fruit,curd,,,,,,,,,
sausage,whole milk,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
whole milk,yogurt,,,,,,,,,
root vegetables,red/blush wine,salty snack,,,,,,,,
other vegetables,long life bakery product,pastry,,,,,,,,
citrus fruit,female sanitary products,,,,,,,,,
whole milk,soda,,,,,,,,,
beef,beef,margarine,,,,,,,,
pastry,other vegetables,,,,,,,,,
yogurt,hard cheese,,,,,,,,,
canned beer,spices,rolls/buns,frozen fish,,,,,,,
packaged fruit/vegetables,rolls/buns,domestic eggs,,,,,,,,
soda,yogurt,,,,,,,,,
bottled water,brown bread,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
margarine,waffles,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
whole milk,rolls/buns,canned fish,,,,,,,,
specialty bar,roll products ,,,,,,,,,
cereals,cream cheese ,other vegetables,,,,,,,,
canned beer,newspapers,,,,,,,,,
brown bread,canned beer,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
candy,margarine,butter,,,,,,,,
pip fruit,bottled beer,margarine,,,,,,,,
sauces,shopping bags,,,,,,,,,
butter milk,white wine,,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
root vegetables,white wine,liquor (appetizer),,,,,,,,
misc. beverages,coffee,,,,,,,,,
sparkling wine,root vegetables,,,,,,,,,
whole milk,tropical fruit,cat food,,,,,,,,
sausage,whole milk,,,,,,,,,
beef,chewing gum,,,,,,,,,
root vegetables,frozen vegetables,domestic eggs,,,,,,,,
curd,spices,frozen fish,,,,,,,,
bottled water,beverages,pastry,,,,,,,,
berries,cat food,pip fruit,specialty bar,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
bottled beer,herbs,,,,,,,,,
white bread,other vegetables,whipped/sour cream,UHT-milk,margarine,,,,,,
root vegetables,brown bread,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,soda,whole milk,sweet spreads,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
meat,whole milk,,,,,,,,,
meat,pastry,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
curd,sugar,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
whole milk,oil,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
fish,meat,,,,,,,,,
pastry,other vegetables,,,,,,,,,
pork,beverages,brown bread,Instant food products,margarine,,,,,,
finished products,flower (seeds),,,,,,,,,
pork,other vegetables,,,,,,,,,
liquor,sweet spreads,,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
dessert,beef,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,nut snack,sliced cheese,,,,,,,
condensed milk,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
chicken,chocolate,,,,,,,,,
whole milk,pastry,,,,,,,,,
herbs,domestic eggs,,,,,,,,,
pickled vegetables,bottled beer,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
chocolate,dessert,flour,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
berries,bottled water,napkins,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
tropical fruit,pip fruit,herbs,yogurt,bottled water,sweet spreads,,,,,
other vegetables,other vegetables,dishes,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
domestic eggs,vinegar,chocolate,,,,,,,,
canned beer,yogurt,,,,,,,,,
ham,curd,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
meat,whole milk,newspapers,,,,,,,,
berries,shopping bags,red/blush wine,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
processed cheese,hygiene articles,,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
chicken,butter,rolls/buns,shopping bags,soda,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
root vegetables,coffee,,,,,,,,,
curd,domestic eggs,,,,,,,,,
berries,sausage,tropical fruit,butter,,,,,,,
rolls/buns,pet care,,,,,,,,,
pork,yogurt,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
pip fruit,grapes,pastry,,,,,,,,
ham,brown bread,,,,,,,,,
candy,chewing gum,,,,,,,,,
citrus fruit,tropical fruit,UHT-milk,cat food,chocolate,root vegetables,rolls/buns,sweet spreads,,,
onions,newspapers,,,,,,,,,
salty snack,whole milk,,,,,,,,,
other vegetables,yogurt,whole milk,butter,shopping bags,,,,,,
other vegetables,bottled beer,,,,,,,,,
onions,vinegar,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,pork,canned fish,oil,,,,,,,
potato products,pip fruit,,,,,,,,,
root vegetables,domestic eggs,chocolate,,,,,,,,
tropical fruit,snack products,,,,,,,,,
soda,red/blush wine,,,,,,,,,
other vegetables,soda,,,,,,,,,
beef,pastry,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
grapes,rolls/buns,,,,,,,,,
sausage,pork,,,,,,,,,
pastry,canned beer,whipped/sour cream,grapes,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
soda,pip fruit,pastry,jam,,,,,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
curd,soda,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
frankfurter,frankfurter,hard cheese,frozen potato products,bottled water,shopping bags,,,,,
hamburger meat,whole milk,,,,,,,,,
onions,domestic eggs,shopping bags,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
whole milk,margarine,,,,,,,,,
bottled water,pastry,,,,,,,,,
newspapers,soda,,,,,,,,,
soda,cling film/bags,,,,,,,,,
frankfurter,napkins,,,,,,,,,
pip fruit,pip fruit,sliced cheese,dishes,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
white bread,mustard,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
beef,frozen meals,pastry,white wine,whipped/sour cream,,,,,,
bottled beer,canned fish,yogurt,,,,,,,,
sliced cheese,cat food,,,,,,,,,
canned beer,whole milk,rolls/buns,,,,,,,,
pork,beverages,misc. beverages,chewing gum,,,,,,,
ham,pickled vegetables,,,,,,,,,
dish cleaner,shopping bags,,,,,,,,,
processed cheese,waffles,,,,,,,,,
tropical fruit,pip fruit,root vegetables,pet care,,,,,,,
canned beer,chocolate marshmallow,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
pasta,hamburger meat,frozen meals,domestic eggs,,,,,,,
bottled beer,pip fruit,,,,,,,,,
brown bread,grapes,bottled water,soda,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
onions,canned beer,,,,,,,,,
newspapers,whole milk,waffles,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
hamburger meat,flour,cling film/bags,,,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
frozen meals,other vegetables,specialty chocolate,,,,,,,,
butter,beef,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
bottled beer,frozen meals,whole milk,root vegetables,,,,,,,
beef,whole milk,newspapers,,,,,,,,
sausage,yogurt,,,,,,,,,
long life bakery product,whipped/sour cream,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
butter,coffee,soda,pastry,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pork,long life bakery product,,,,,,,,,
beef,soda,,,,,,,,,
yogurt,shopping bags,waffles,chocolate,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
whole milk,pip fruit,pip fruit,fruit/vegetable juice,,,,,,,
soda,zwieback,pastry,,,,,,,,
detergent,soft cheese,,,,,,,,,
pork,packaged fruit/vegetables,chocolate,,,,,,,,
sausage,sausage,frozen vegetables,pastry,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
yogurt,baking powder,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
root vegetables,pastry,,,,,,,,,
whole milk,rolls/buns,other vegetables,white bread,,,,,,,
citrus fruit,baking powder,,,,,,,,,
dessert,soda,,,,,,,,,
berries,processed cheese,,,,,,,,,
white bread,rolls/buns,,,,,,,,,
sausage,root vegetables,brown bread,soda,,,,,,,
rolls/buns,canned beer,brown bread,dessert,,,,,,,
hamburger meat,bottled beer,brown bread,yogurt,,,,,,,
pork,soda,,,,,,,,,
coffee,berries,grapes,cream cheese ,cat food,,,,,,
liquor,other vegetables,onions,female sanitary products,,,,,,,
specialty chocolate,pasta,soda,long life bakery product,,,,,,,
sausage,beef,whipped/sour cream,,,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
bottled water,root vegetables,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
other vegetables,instant coffee,instant coffee,hygiene articles,,,,,,,
bottled water,bottled water,,,,,,,,,
misc. beverages,margarine,,,,,,,,,
whole milk,whole milk,,,,,,,,,
margarine,berries,yogurt,coffee,soda,chewing gum,,,,,
dessert,rolls/buns,,,,,,,,,
hard cheese,shopping bags,,,,,,,,,
soda,canned beer,other vegetables,whole milk,,,,,,,
citrus fruit,whole milk,,,,,,,,,
cream cheese ,specialty chocolate,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
sausage,other vegetables,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
citrus fruit,berries,,,,,,,,,
soda,whole milk,,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
canned beer,specialty cheese,,,,,,,,,
sausage,whole milk,tropical fruit,light bulbs,yogurt,rolls/buns,liquor (appetizer),,,,
soda,other vegetables,,,,,,,,,
pork,other vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
chicken,soda,,,,,,,,,
frankfurter,hair spray,,,,,,,,,
other vegetables,frankfurter,other vegetables,newspapers,spread cheese,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
UHT-milk,curd,flower (seeds),,,,,,,,
berries,soap,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
whole milk,baking powder,,,,,,,,,
pickled vegetables,cling film/bags,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
rolls/buns,citrus fruit,snack products,,,,,,,,
tropical fruit,berries,chocolate,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
tropical fruit,sausage,root vegetables,spread cheese,,,,,,,
soda,bottled water,,,,,,,,,
citrus fruit,soap,,,,,,,,,
bottled beer,whole milk,cream cheese ,,,,,,,,
rolls/buns,bottled beer,misc. beverages,salt,,,,,,,
nuts/prunes,root vegetables,white wine,pastry,,,,,,,
chocolate,whole milk,,,,,,,,,
beverages,sausage,white bread,bottled water,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
pip fruit,frozen potato products,,,,,,,,,
whole milk,meat,,,,,,,,,
beverages,frozen meals,,,,,,,,,
soda,hard cheese,,,,,,,,,
cream cheese ,sugar,,,,,,,,,
ham,liquor (appetizer),,,,,,,,,
chicken,cake bar,,,,,,,,,
tropical fruit,spread cheese,,,,,,,,,
pip fruit,roll products ,beverages,whole milk,canned fish,sugar,,,,,
meat,detergent,roll products ,,,,,,,,
margarine,whole milk,,,,,,,,,
tropical fruit,coffee,whole milk,,,,,,,,
napkins,yogurt,,,,,,,,,
other vegetables,ready soups,baking powder,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,dog food,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
ham,yogurt,,,,,,,,,
whole milk,yogurt,oil,,,,,,,,
other vegetables,other vegetables,waffles,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
pastry,other vegetables,,,,,,,,,
napkins,canned vegetables,,,,,,,,,
dog food,bottled beer,,,,,,,,,
salty snack,specialty bar,brown bread,instant coffee,,,,,,,
rolls/buns,coffee,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
meat,rum,,,,,,,,,
pork,liquor,long life bakery product,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
root vegetables,salt,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
whole milk,beef,whipped/sour cream,whole milk,curd cheese,,,,,,
dessert,bottled beer,,,,,,,,,
citrus fruit,butter,chocolate,,,,,,,,
grapes,butter,newspapers,pip fruit,,,,,,,
curd,whole milk,,,,,,,,,
hamburger meat,candles,,,,,,,,,
butter,other vegetables,yogurt,,,,,,,,
chewing gum,butter,,,,,,,,,
margarine,butter milk,,,,,,,,,
beef,chocolate,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
bottled water,whole milk,,,,,,,,,
onions,butter,,,,,,,,,
pastry,grapes,,,,,,,,,
hamburger meat,candy,,,,,,,,,
whipped/sour cream,cake bar,,,,,,,,,
shopping bags,long life bakery product,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
pastry,cream cheese ,,,,,,,,,
white bread,pot plants,,,,,,,,,
yogurt,ice cream,,,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
berries,bottled beer,,,,,,,,,
popcorn,domestic eggs,canned beer,butter milk,,,,,,,
other vegetables,margarine,,,,,,,,,
whole milk,soda,,,,,,,,,
ham,curd,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
mustard,curd,,,,,,,,,
berries,napkins,cereals,,,,,,,,
whole milk,frankfurter,chicken,frankfurter,flour,chocolate,bottled beer,rolls/buns,,,
pasta,root vegetables,,,,,,,,,
root vegetables,white bread,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
sparkling wine,bottled water,,,,,,,,,
frankfurter,rolls/buns,bottled beer,other vegetables,yogurt,soups,yogurt,UHT-milk,,,
tropical fruit,soft cheese,,,,,,,,,
condensed milk,frankfurter,berries,whole milk,liver loaf,sliced cheese,domestic eggs,rolls/buns,frozen fish,,
butter,yogurt,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
ham,bottled water,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
ready soups,baking powder,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
condensed milk,pastry,,,,,,,,,
salty snack,kitchen towels,,,,,,,,,
white bread,baking powder,,,,,,,,,
other vegetables,chicken,,,,,,,,,
domestic eggs,whole milk,onions,misc. beverages,,,,,,,
tropical fruit,margarine,,,,,,,,,
hard cheese,curd,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
pot plants,frozen dessert,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
other vegetables,pickled vegetables,hard cheese,,,,,,,,
chocolate,whole milk,,,,,,,,,
soda,domestic eggs,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
hamburger meat,liquor (appetizer),liver loaf,dessert,,,,,,,
pork,white bread,domestic eggs,,,,,,,,
beef,yogurt,,,,,,,,,
sausage,yogurt,pastry,,,,,,,,
whipped/sour cream,other vegetables,pot plants,,,,,,,,
frankfurter,salty snack,house keeping products,,,,,,,,
sausage,newspapers,soda,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
other vegetables,pip fruit,fruit/vegetable juice,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
onions,waffles,,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
red/blush wine,specialty bar,rolls/buns,,,,,,,,
berries,pip fruit,,,,,,,,,
liver loaf,processed cheese,canned beer,,,,,,,,
herbs,root vegetables,,,,,,,,,
sliced cheese,domestic eggs,,,,,,,,,
shopping bags,other vegetables,canned vegetables,,,,,,,,
butter,frozen meals,,,,,,,,,
bottled water,long life bakery product,rolls/buns,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
butter,condensed milk,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
bottled beer,white bread,,,,,,,,,
frankfurter,pork,sliced cheese,candy,pastry,shopping bags,,,,,
beef,liquor (appetizer),frozen vegetables,,,,,,,,
rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
pastry,chewing gum,,,,,,,,,
shopping bags,bottled water,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
rolls/buns,waffles,,,,,,,,,
whole milk,flour,,,,,,,,,
packaged fruit/vegetables,house keeping products,,,,,,,,,
whole milk,cleaner,,,,,,,,,
margarine,bathroom cleaner,,,,,,,,,
other vegetables,chicken,,,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
pip fruit,pot plants,,,,,,,,,
frozen vegetables,pot plants,domestic eggs,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
butter milk,hard cheese,,,,,,,,,
butter,canned beer,,,,,,,,,
tropical fruit,dishes,,,,,,,,,
grapes,bottled beer,,,,,,,,,
pip fruit,whole milk,tropical fruit,,,,,,,,
ice cream,fruit/vegetable juice,cereals,,,,,,,,
tropical fruit,UHT-milk,candy,,,,,,,,
root vegetables,white bread,,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
other vegetables,oil,,,,,,,,,
tropical fruit,butter,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
pip fruit,vinegar,misc. beverages,,,,,,,,
soda,soups,,,,,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
pip fruit,ice cream,newspapers,pastry,,,,,,,
semi-finished bread,rolls/buns,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
yogurt,dog food,,,,,,,,,
rolls/buns,pork,pastry,other vegetables,soda,pot plants,newspapers,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
frankfurter,pastry,,,,,,,,,
sausage,dessert,,,,,,,,,
specialty chocolate,long life bakery product,,,,,,,,,
tea,coffee,,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
UHT-milk,coffee,,,,,,,,,
butter,roll products ,,,,,,,,,
pastry,onions,,,,,,,,,
fruit/vegetable juice,dental care,,,,,,,,,
UHT-milk,pastry,bottled water,,,,,,,,
hamburger meat,soda,,,,,,,,,
newspapers,zwieback,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
butter,tropical fruit,,,,,,,,,
berries,specialty cheese,,,,,,,,,
sausage,other vegetables,,,,,,,,,
curd,tropical fruit,,,,,,,,,
soda,other vegetables,,,,,,,,,
bottled water,other vegetables,light bulbs,,,,,,,,
dessert,other vegetables,,,,,,,,,
whole milk,rolls/buns,ice cream,brown bread,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,ice cream,newspapers,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled water,bottled water,,,,,,,,,
ham,yogurt,,,,,,,,,
canned fish,shopping bags,,,,,,,,,
condensed milk,waffles,domestic eggs,,,,,,,,
pip fruit,shopping bags,butter,,,,,,,,
